"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalite"	"Sobriete"	"Proximite"	"Ludique"	"Haut.de.Gamme"	"Simplicite"	"Liberte"	"Humanite"	"Technologie"	"Convivialite"	"Complexite"	"Populaire"	"Serieux"	"International"	"Passion"	"Artisanal"	"Traditionnel"	"Performance"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Serieux"	"Note"	"Pourquoi"	"Tempo"	"Hauteur"	"Instrument"
"81"	7	19	"F"	"Etudiant"	"P_160_3"	9	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	8	"allie les valeurs de l'entreprise"	160	3	"Piano"
"82"	7	19	"F"	"Etudiant"	"V_120_1"	10	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	4	"trop sec, hautain"	120	1	"Violon"
"83"	7	19	"F"	"Etudiant"	"V_80_1"	11	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_trop"	2	"pas assez dynamique, ne reflète pas la marque"	80	1	"Violon"
"84"	7	19	"F"	"Etudiant"	"A_80_1"	12	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	3	"trop populaire, trop triste"	80	1	"Accordéon"
"85"	8	22	"F"	"Etudiant"	"A_160_1"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	2	"trop vieillot, trop pompeux, pas du tout innovant, pas du tout récent"	160	1	"Accordéon"
"86"	8	22	"F"	"Etudiant"	"P_80_3"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	2	"beaucoup trop lent"	80	3	"Piano"
"87"	8	22	"F"	"Etudiant"	"V_80_1"	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_trop"	0	"musique mortuaire"	80	1	"Violon"
"88"	8	22	"F"	"Etudiant"	"V_120_5"	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	4	"manque originalité, manque un joli son, trop aigu"	120	5	"Violon"
"89"	8	22	"F"	"Etudiant"	"P_120_5"	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Vraiment_pas_assez"	"Vraiment_trop"	5	"un peu trop classique pour une marque d'innovation"	120	5	"Piano"
"90"	8	22	"F"	"Etudiant"	"P_160_1"	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	4	"trop grave pour faire jeune ou independant"	160	1	"Piano"
"91"	8	22	"F"	"Etudiant"	"V_80_3"	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Pas_assez"	"Vraiment_trop"	2	"très ceremonieux, ne fait pas du tout logo sonore"	80	3	"Violon"
"92"	8	22	"F"	"Etudiant"	"P_160_3"	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Trop"	8	"pas complètement innovant mais rythme classe, reflete bien la technologie"	160	3	"Piano"
"93"	8	22	"F"	"Etudiant"	"P_160_5"	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Trop"	6	"froid, pas chaleureux"	160	5	"Piano"
"94"	8	22	"F"	"Etudiant"	"A_120_5"	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Vraiment_trop"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Trop"	3	"fait mal aux oreilles, mauvaise image de la technologie, surprenant dans le mauvais sens"	120	5	"Accordéon"
"95"	8	22	"F"	"Etudiant"	"P_80_1"	11	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	1	"tres pompeux, classique, pas innovant, pas convivial"	80	1	"Piano"
"96"	8	22	"F"	"Etudiant"	"P_120_1"	12	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_trop"	1	"pas innovant"	120	1	"Piano"
"97"	9	22	"F"	"Etudiant"	"P_80_5"	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	"JAR"	5	NA	80	5	"Piano"
"98"	9	22	"F"	"Etudiant"	"P_120_5"	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	5	NA	120	5	"Piano"
"99"	9	22	"F"	"Etudiant"	"P_160_3"	3	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	6	NA	160	3	"Piano"
"100"	9	22	"F"	"Etudiant"	"P_160_1"	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	"Trop"	6	NA	160	1	"Piano"
"101"	9	22	"F"	"Etudiant"	"P_80_3"	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	5	NA	80	3	"Piano"
"102"	9	22	"F"	"Etudiant"	"A_80_1"	6	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	"Pas_assez"	"Vraiment_trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"Pas_assez"	2	NA	80	1	"Accordéon"
"103"	9	22	"F"	"Etudiant"	"V_120_1"	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	7	NA	120	1	"Violon"
"104"	9	22	"F"	"Etudiant"	"V_80_5"	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	4	NA	80	5	"Violon"
"105"	9	22	"F"	"Etudiant"	"V_160_3"	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	160	3	"Violon"
"106"	9	22	"F"	"Etudiant"	"A_160_3"	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Trop"	"Vraiment_trop"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	3	NA	160	3	"Accordéon"
"107"	9	22	"F"	"Etudiant"	"A_160_1"	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	"Trop"	"Vraiment_trop"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	2	NA	160	1	"Accordéon"
"108"	9	22	"F"	"Etudiant"	"A_160_5"	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	4	"trop strident"	160	5	"Accordéon"
"109"	10	22	"F"	"Etudiant"	"P_120_5"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	8	NA	120	5	"Piano"
"110"	10	22	"F"	"Etudiant"	"P_80_5"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	5	NA	80	5	"Piano"
"111"	10	22	"F"	"Etudiant"	"A_120_5"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"Vraiment_trop"	"Trop"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	3	NA	120	5	"Accordéon"
"112"	10	22	"F"	"Etudiant"	"A_80_3"	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"JAR"	"JAR"	"JAR"	8	NA	80	3	"Accordéon"
"113"	10	22	"F"	"Etudiant"	"A_160_5"	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	9	NA	160	5	"Accordéon"
"114"	10	22	"F"	"Etudiant"	"P_120_3"	6	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	7	NA	120	3	"Piano"
"115"	10	22	"F"	"Etudiant"	"V_120_5"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	120	5	"Violon"
"116"	10	22	"F"	"Etudiant"	"V_80_5"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	7	NA	80	5	"Violon"
"117"	10	22	"F"	"Etudiant"	"V_160_1"	9	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	10	NA	160	1	"Violon"
"118"	10	22	"F"	"Etudiant"	"A_80_1"	10	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"JAR"	"JAR"	2	NA	80	1	"Accordéon"
"119"	10	22	"F"	"Etudiant"	"V_80_1"	11	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	9	NA	80	1	"Violon"
"120"	10	22	"F"	"Etudiant"	"V_160_3"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	9	NA	160	3	"Violon"
"121"	11	22	"H"	"Etudiant"	"V_80_5"	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	7	"son très electrique, synonyme de technologie et innovation"	80	5	"Violon"
"122"	11	22	"H"	"Etudiant"	"P_80_5"	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	5	"son classique, synonyme de précision mais pas vraiment innovant"	80	5	"Piano"
"123"	11	22	"H"	"Etudiant"	"V_80_3"	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	3	"musique energique mais trop triste, on croirait dans une église"	80	3	"Violon"
"124"	11	22	"H"	"Etudiant"	"V_160_1"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	"Trop"	7	"son qui s'affirme, synonyme d'indépendance, précision"	160	1	"Violon"
"125"	11	22	"H"	"Etudiant"	"P_160_5"	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	8	"classique et serieux, technologie et innovation"	160	5	"Piano"
"126"	11	22	"H"	"Etudiant"	"P_120_5"	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	6	"son trop lent, pas suffisamment novateur"	120	5	"Piano"
"127"	11	22	"H"	"Etudiant"	"P_120_3"	7	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	"classique et précis"	120	3	"Piano"
"128"	11	22	"H"	"Etudiant"	"P_80_1"	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_trop"	"JAR"	"Trop"	3	"trop lent, pas assez excitant"	80	1	"Piano"
"129"	11	22	"H"	"Etudiant"	"A_80_3"	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	4	"trop traditionnel, cornemuse, trop artisanal"	80	3	"Accordéon"
"130"	11	22	"H"	"Etudiant"	"P_80_3"	10	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	6	"un peu trop lent, un peu trop classique"	80	3	"Piano"
"131"	11	22	"H"	"Etudiant"	"A_120_3"	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	"JAR"	"Trop"	"Trop"	"Trop"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	3	"musique de cirque, pas assez serieux"	120	3	"Accordéon"
"132"	11	22	"H"	"Etudiant"	"A_160_5"	12	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"JAR"	"Vraiment_trop"	"Trop"	"Trop"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	6	"beaucoup trop agressif"	160	5	"Accordéon"
"133"	12	22	"F"	"Etudiant"	"A_120_5"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	2	"trop agréssif"	120	5	"Accordéon"
"134"	12	22	"F"	"Etudiant"	"P_120_3"	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	"musique classique, valeur de haut de gamme"	120	3	"Piano"
"135"	12	22	"F"	"Etudiant"	"V_120_3"	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	5	NA	120	3	"Violon"
"136"	12	22	"F"	"Etudiant"	"V_80_1"	4	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	"ton trop grave, trop sérieux, pas d'innovation"	80	1	"Violon"
"137"	12	22	"F"	"Etudiant"	"P_120_1"	5	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	NA	120	1	"Piano"
"138"	12	22	"F"	"Etudiant"	"V_80_5"	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_trop"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	2	"trop aigüe, strident, pas convivial"	80	5	"Violon"
"139"	12	22	"F"	"Etudiant"	"A_80_5"	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	3	"pas d'innovation, son synthétique, pas du tout haut de gamme"	80	5	"Accordéon"
"140"	12	22	"F"	"Etudiant"	"A_160_1"	8	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	6	"trop convivial, pas son haut de gamme avec l'accordéon"	160	1	"Accordéon"
"141"	12	22	"F"	"Etudiant"	"P_80_3"	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	6	"Pas assez énergique pour le côté innovation et technologie"	80	3	"Piano"
"142"	12	22	"F"	"Etudiant"	"V_160_5"	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Trop"	"Vraiment_trop"	"Trop"	"Vraiment_trop"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	5	"son trop strident, pas adapté haut de gamme mais technologie oui."	160	5	"Violon"
"143"	12	22	"F"	"Etudiant"	"A_160_5"	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	9	"son innovant, reflète la technologie"	160	5	"Accordéon"
"144"	12	22	"F"	"Etudiant"	"A_120_3"	12	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	"Trop"	"JAR"	"JAR"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Pas_assez"	3	"accordéon ni innovant, ni nouveauté technologique, pas adapté"	120	3	"Accordéon"
"145"	13	23	"F"	"Etudiant"	"A_160_5"	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"Trop"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	5	NA	160	5	"Accordéon"
"146"	13	23	"F"	"Etudiant"	"A_160_1"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	1	NA	160	1	"Accordéon"
"147"	13	23	"F"	"Etudiant"	"V_160_3"	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	160	3	"Violon"
"148"	13	23	"F"	"Etudiant"	"P_80_5"	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	NA	80	5	"Piano"
"149"	13	23	"F"	"Etudiant"	"A_80_3"	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	80	3	"Accordéon"
"150"	13	23	"F"	"Etudiant"	"A_120_3"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	4	NA	120	3	"Accordéon"
"151"	13	23	"F"	"Etudiant"	"P_80_3"	7	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	4	NA	80	3	"Piano"
"152"	13	23	"F"	"Etudiant"	"V_120_1"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	2	NA	120	1	"Violon"
"153"	13	23	"F"	"Etudiant"	"V_160_1"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	2	NA	160	1	"Violon"
"154"	13	23	"F"	"Etudiant"	"P_160_3"	10	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	7	NA	160	3	"Piano"
"155"	13	23	"F"	"Etudiant"	"P_120_1"	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	6	NA	120	1	"Piano"
"156"	13	23	"F"	"Etudiant"	"V_120_3"	12	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	7	NA	120	3	"Violon"
"157"	14	19	"F"	"Etudiant"	"A_120_3"	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	4	NA	120	3	"Accordéon"
"158"	14	19	"F"	"Etudiant"	"P_80_1"	2	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	2	NA	80	1	"Piano"
"159"	14	19	"F"	"Etudiant"	"P_160_1"	3	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	10	NA	160	1	"Piano"
"160"	14	19	"F"	"Etudiant"	"P_160_3"	4	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	9	NA	160	3	"Piano"
"161"	14	19	"F"	"Etudiant"	"V_160_5"	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"Vraiment_pas_assez"	"Vraiment_trop"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	5	NA	160	5	"Violon"
"162"	14	19	"F"	"Etudiant"	"P_80_3"	6	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	"manque de dynamisme dans le rythme"	80	3	"Piano"
"163"	14	19	"F"	"Etudiant"	"A_160_5"	7	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	"Pas_assez"	"Vraiment_trop"	"Trop"	"Vraiment_trop"	"JAR"	"JAR"	"Vraiment_pas_assez"	"JAR"	2	NA	160	5	"Accordéon"
"164"	14	19	"F"	"Etudiant"	"P_80_5"	8	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	1	NA	80	5	"Piano"
"165"	14	19	"F"	"Etudiant"	"V_120_5"	9	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	"JAR"	"Vraiment_trop"	"Trop"	"Vraiment_trop"	"JAR"	"JAR"	"JAR"	"JAR"	3	NA	120	5	"Violon"
"166"	14	19	"F"	"Etudiant"	"A_120_1"	10	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Pas_assez"	0	NA	120	1	"Accordéon"
"167"	14	19	"F"	"Etudiant"	"V_120_3"	11	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	7	NA	120	3	"Violon"
