"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalite"	"Sobriete"	"Proximite"	"Ludique"	"Haut.de.Gamme"	"Simplicite"	"Liberte"	"Humanite"	"Technologie"	"Convivialite"	"Complexite"	"Populaire"	"Serieux"	"International"	"Passion"	"Artisanal"	"Traditionnel"	"Performance"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Serieux"	"Note"	"Pourquoi"	"Tempo"	"Hauteur"	"Instrument" 
"608"	51	19	"H"	"Etudiant"	"V_120_1"	8	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	5	NA	120	1	"Violon"
"609"	51	19	"H"	"Etudiant"	"P_80_3"	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	5	"trop lent"	80	3	"Piano"
"610"	51	19	"H"	"Etudiant"	"P_160_3"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	160	3	"Piano"
"611"	51	19	"H"	"Etudiant"	"P_120_3"	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	5	NA	120	3	"Piano"
"612"	51	19	"H"	"Etudiant"	"V_120_3"	12	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	7	NA	120	3	"Violon"
"613"	52	20	"F"	"Etudiant"	"A_120_5"	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	8	"chic"	120	5	"Accordéon"
"614"	52	20	"F"	"Etudiant"	"V_120_1"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	5	"trop triste"	120	1	"Violon"
"615"	52	20	"F"	"Etudiant"	"P_80_5"	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	0	"trop mélancolique"	80	5	"Piano"
"616"	52	20	"F"	"Etudiant"	"A_160_5"	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	9	"gai"	160	5	"Accordéon"
"617"	52	20	"F"	"Etudiant"	"V_120_5"	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	3	"trop lugubre"	120	5	"Violon"
"618"	52	20	"F"	"Etudiant"	"A_160_1"	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"JAR"	"JAR"	8	NA	160	1	"Accordéon"
"619"	52	20	"F"	"Etudiant"	"V_80_1"	7	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Vraiment_pas_assez"	"Vraiment_trop"	3	"beaucoup trop serieux et lent"	80	1	"Violon"
"620"	52	20	"F"	"Etudiant"	"V_80_3"	8	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	6	NA	80	3	"Violon"
"621"	52	20	"F"	"Etudiant"	"A_120_3"	9	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	9	"ni trop aigu, ni trop grave"	120	3	"Accordéon"
"622"	52	20	"F"	"Etudiant"	"V_160_5"	10	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	"JAR"	"Trop"	"Trop"	"Trop"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	1	NA	160	5	"Violon"
"623"	52	20	"F"	"Etudiant"	"A_160_3"	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Trop"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	5	NA	160	3	"Accordéon"
"624"	52	20	"F"	"Etudiant"	"P_120_3"	12	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Trop"	"JAR"	"JAR"	4	NA	120	3	"Piano"
"625"	53	18	"H"	"Etudiant"	"V_120_3"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"Trop"	4	"lente, transmet peu d'enthousiasme, mais reste sérieux"	120	3	"Violon"
"626"	53	18	"H"	"Etudiant"	"P_120_5"	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	"trop lent, les différentes sons sont trop liés"	120	5	"Piano"
"627"	53	18	"H"	"Etudiant"	"P_120_3"	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	9	"rythme joyeux, notes bien séparées et claires"	120	3	"Piano"
"628"	53	18	"H"	"Etudiant"	"V_80_3"	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"Trop"	3	"trop lent, ne transmet pas d'enthousiasme ni de joie"	80	3	"Violon"
"629"	53	18	"H"	"Etudiant"	"P_80_5"	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Trop"	7	"pas mal, mais trop lent"	80	5	"Piano"
"630"	53	18	"H"	"Etudiant"	"P_160_5"	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Trop"	"Trop"	"Trop"	"Trop"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	5	"trop rapide, ne convient pas au haut de gamme"	160	5	"Piano"
"631"	53	18	"H"	"Etudiant"	"A_120_5"	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	"JAR"	"Trop"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	5	"son trop strident"	120	5	"Accordéon"
"632"	53	18	"H"	"Etudiant"	"V_160_1"	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	"assez grave, connote bien le haut de gamme, le serieux de l'entreprise"	160	1	"Violon"
"633"	53	18	"H"	"Etudiant"	"A_80_3"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	"trop lent, tonalité mal adaptée"	80	3	"Accordéon"
"634"	53	18	"H"	"Etudiant"	"A_120_1"	10	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	7	"pas mal, mais pas assez joyeux, ne véhicule pas l'envie d'acheter"	120	1	"Accordéon"
"635"	53	18	"H"	"Etudiant"	"A_160_5"	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Vraiment_trop"	"Trop"	"Trop"	"Trop"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	3	"son trop aigu, trop rapide"	160	5	"Accordéon"
"636"	53	18	"H"	"Etudiant"	"P_160_1"	12	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	8	"classique mais efficace"	160	1	"Piano"
"637"	54	47	"H"	"Employé"	"A_160_5"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	2	NA	160	5	"Accordéon"
"638"	54	47	"H"	"Employé"	"V_80_5"	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"Pas_assez"	2	NA	80	5	"Violon"
"639"	54	47	"H"	"Employé"	"P_120_5"	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	3	NA	120	5	"Piano"
"640"	54	47	"H"	"Employé"	"V_120_5"	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	3	NA	120	5	"Violon"
"641"	54	47	"H"	"Employé"	"A_80_3"	5	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	4	NA	80	3	"Accordéon"
"642"	54	47	"H"	"Employé"	"A_80_1"	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	3	NA	80	1	"Accordéon"
"643"	54	47	"H"	"Employé"	"P_160_5"	7	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	4	NA	160	5	"Piano"
"644"	54	47	"H"	"Employé"	"V_120_3"	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	5	NA	120	3	"Violon"
"645"	54	47	"H"	"Employé"	"V_80_1"	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	5	NA	80	1	"Violon"
"646"	54	47	"H"	"Employé"	"A_120_3"	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	4	NA	120	3	"Accordéon"
"647"	54	47	"H"	"Employé"	"A_80_5"	11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	5	NA	80	5	"Accordéon"
"648"	54	47	"H"	"Employé"	"P_80_3"	12	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	5	NA	80	3	"Piano"
"649"	55	19	"F"	"Etudiant"	"P_160_3"	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	9	"serieux et accueillant"	160	3	"Piano"
"650"	55	19	"F"	"Etudiant"	"P_120_1"	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	7	"trop loin des gens"	120	1	"Piano"
"651"	55	19	"F"	"Etudiant"	"P_160_5"	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Vraiment_pas_assez"	"JAR"	3	"trop aigu"	160	5	"Piano"
"652"	55	19	"F"	"Etudiant"	"V_80_1"	4	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_trop"	"Pas_assez"	"JAR"	1	"enterrement"	80	1	"Violon"
"653"	55	19	"F"	"Etudiant"	"V_160_5"	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_trop"	"Trop"	"JAR"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	2	"vraiment trop aigu"	160	5	"Violon"
"654"	55	19	"F"	"Etudiant"	"A_120_5"	6	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	"Trop"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	4	"pas beau a entendre"	120	5	"Accordéon"
"655"	55	19	"F"	"Etudiant"	"P_160_1"	7	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	10	"droit comme entreprise"	160	1	"Piano"
"656"	55	19	"F"	"Etudiant"	"P_80_3"	8	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	3	"trop mou"	80	3	"Piano"
"657"	55	19	"F"	"Etudiant"	"A_160_1"	9	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	"Trop"	"Vraiment_trop"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	3	"trop accordéon, trop guingette, trop populaire"	160	1	"Accordéon"
"658"	55	19	"F"	"Etudiant"	"V_80_3"	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	"JAR"	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	4	"trop lent"	80	3	"Violon"
"659"	55	19	"F"	"Etudiant"	"V_120_3"	11	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	"Vraiment_trop"	"Trop"	"JAR"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	6	"trop joyeux"	120	3	"Violon"
"660"	55	19	"F"	"Etudiant"	"A_80_3"	12	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Trop"	2	"trop lugubre"	80	3	"Accordéon"
"661"	56	18	"F"	"Etudiant"	"A_80_5"	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	5	NA	80	5	"Accordéon"
"662"	56	18	"F"	"Etudiant"	"V_80_3"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	"Trop"	"JAR"	"Trop"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	4	"pas assez classe"	80	3	"Violon"
"663"	56	18	"F"	"Etudiant"	"P_80_3"	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	80	3	"Piano"
"664"	56	18	"F"	"Etudiant"	"P_80_5"	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	6	"un peu trop lent"	80	5	"Piano"
"665"	56	18	"F"	"Etudiant"	"V_120_3"	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	"Trop"	"Trop"	"Trop"	"Trop"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	3	"ne correspond pas à l'image haut de gamme"	120	3	"Violon"
"666"	56	18	"F"	"Etudiant"	"V_120_1"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	"JAR"	7	NA	120	1	"Violon"
"667"	56	18	"F"	"Etudiant"	"P_120_1"	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	"Trop"	"Trop"	"Pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	5	NA	120	1	"Piano"
"668"	56	18	"F"	"Etudiant"	"A_120_5"	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	120	5	"Accordéon"
"669"	56	18	"F"	"Etudiant"	"V_120_5"	9	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Trop"	"JAR"	"JAR"	7	NA	120	5	"Violon"
"670"	56	18	"F"	"Etudiant"	"P_160_5"	10	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	7	NA	160	5	"Piano"
"671"	56	18	"F"	"Etudiant"	"P_160_1"	11	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Trop"	"Trop"	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	5	NA	160	1	"Piano"
"672"	56	18	"F"	"Etudiant"	"V_80_5"	12	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	9	"le rythme lent fait serieux et aigu fait classe"	80	5	"Violon"
"673"	57	21	"H"	"Etudiant"	"P_120_3"	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	7	NA	120	3	"Piano"
"674"	57	21	"H"	"Etudiant"	"A_80_1"	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	2	NA	80	1	"Accordéon"
"675"	57	21	"H"	"Etudiant"	"P_120_1"	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	7	NA	120	1	"Piano"
"676"	57	21	"H"	"Etudiant"	"A_80_3"	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	5	NA	80	3	"Accordéon"
"677"	57	21	"H"	"Etudiant"	"P_160_3"	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	"Trop"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	6	NA	160	3	"Piano"
"678"	57	21	"H"	"Etudiant"	"P_160_1"	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	6	NA	160	1	"Piano"
"679"	57	21	"H"	"Etudiant"	"A_80_5"	7	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	"Vraiment_trop"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	80	5	"Accordéon"
"680"	57	21	"H"	"Etudiant"	"A_120_5"	8	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	5	NA	120	5	"Accordéon"
"681"	57	21	"H"	"Etudiant"	"A_160_5"	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"JAR"	"Pas_assez"	6	NA	160	5	"Accordéon"
"682"	57	21	"H"	"Etudiant"	"V_160_1"	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	NA	160	1	"Violon"
"683"	57	21	"H"	"Etudiant"	"A_120_3"	11	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	4	NA	120	3	"Accordéon"
"684"	57	21	"H"	"Etudiant"	"V_120_1"	12	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	"Trop"	6	NA	120	1	"Violon"
"685"	58	20	"F"	"Etudiant"	"P_120_1"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	3	NA	120	1	"Piano"
"686"	58	20	"F"	"Etudiant"	"A_160_5"	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	4	"son strident"	160	5	"Accordéon"
"687"	58	20	"F"	"Etudiant"	"A_160_1"	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	6	NA	160	1	"Accordéon"
"688"	58	20	"F"	"Etudiant"	"V_160_1"	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	4	NA	160	1	"Violon"
"689"	58	20	"F"	"Etudiant"	"V_80_3"	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	3	NA	80	3	"Violon"
"690"	58	20	"F"	"Etudiant"	"V_80_1"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	2	NA	80	1	"Violon"
"691"	58	20	"F"	"Etudiant"	"V_160_3"	7	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	"Trop"	"JAR"	"Trop"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	5	NA	160	3	"Violon"
"692"	58	20	"F"	"Etudiant"	"A_80_5"	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	3	"trop strident"	80	5	"Accordéon"
"693"	58	20	"F"	"Etudiant"	"P_120_3"	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	8	"manque un peu plus d'energie, un peu plus de rapidité"	120	3	"Piano"
"694"	58	20	"F"	"Etudiant"	"P_160_1"	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"JAR"	"JAR"	6	NA	160	1	"Piano"
"695"	58	20	"F"	"Etudiant"	"A_80_1"	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	80	1	"Accordéon"
"696"	58	20	"F"	"Etudiant"	"P_80_3"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	4	NA	80	3	"Piano"
